problem,instance,method,method_family,backend,transpiled_two_qubit_gates,backend_two_qubit_error,hardware_feasible,hardware_optimality_gap_percent,hardware_tdev,quality_metric,reference_fidelity_proxy,point_panel,infeasible_problem_lane,marker_key,problem_color_key,source_artifact
MIS,1tc.32,VQE,VQE-family,ibm_fez,96,not_available_in_source_artifact,false,not_available,not_available,not_applicable,0.749437116209,infeasible_lane,MIS,circle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_vqe/1tc_32_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.64,VQE,VQE-family,ibm_fez,192,not_available_in_source_artifact,false,not_available,not_available,not_applicable,0.561655991151,infeasible_lane,MIS,circle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_vqe/1tc_64_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.8,VQE,VQE-family,ibm_torino,60,not_available_in_source_artifact,true,0,not_available,optimality_gap_percent,0.835044266956,feasible_gap,not_applicable,circle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_vqe/1tc_8_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1dc.128,WS-QAOA,QAOA-family,ibm_torino,48544,not_available_in_source_artifact,false,not_available,not_available,not_applicable,4.54742014127e-64,infeasible_lane,MIS,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1dc_128_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1dc.64,WS-QAOA,QAOA-family,ibm_torino,14029,not_available_in_source_artifact,false,not_available,not_available,not_applicable,4.94738780494e-19,infeasible_lane,MIS,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1dc_64_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1et.64,WS-QAOA,QAOA-family,ibm_torino,14029,not_available_in_source_artifact,false,not_available,not_available,not_applicable,4.94738780494e-19,infeasible_lane,MIS,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1et_64_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.16,WS-QAOA,QAOA-family,ibm_torino,237,not_available_in_source_artifact,true,0,not_available,optimality_gap_percent,0.490628214897,feasible_gap,not_applicable,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1tc_16_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.32,WS-QAOA,QAOA-family,ibm_torino,911,not_available_in_source_artifact,true,16.67,not_available,optimality_gap_percent,0.0647573729137,feasible_gap,not_applicable,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1tc_32_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.64,WS-QAOA,QAOA-family,ibm_torino,14029,not_available_in_source_artifact,true,35,not_available,optimality_gap_percent,4.94738780494e-19,feasible_gap,not_applicable,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1tc_64_txt/result.json; metadata_selection=trace_best_sample_energy_match
MIS,1tc.8,WS-QAOA,QAOA-family,ibm_torino,60,not_available_in_source_artifact,true,0,not_available,optimality_gap_percent,0.835044266956,feasible_gap,not_applicable,downward_triangle,MIS,research_benchmark/research_benchmark/results_hardware/mis/mis_ws_qaoa/1tc_8_txt/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,CVaR-VQE,VQE-family,ibm_torino,180,not_available_in_source_artifact,true,33.85,not_available,optimality_gap_percent,0.582275471994,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,CVaR-VQE,VQE-family,ibm_torino,279,not_available_in_source_artifact,true,15.88,not_available,optimality_gap_percent,0.432463211362,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,CVaR-VQE,VQE-family,ibm_torino,314,not_available_in_source_artifact,true,14.89,not_available,optimality_gap_percent,0.389295792465,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,CVaR-VQE,VQE-family,ibm_marrakesh,344,not_available_in_source_artifact,true,11.93,not_available,optimality_gap_percent,0.355741440413,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,CVaR-VQE,VQE-family,ibm_torino,309,not_available_in_source_artifact,true,34.97,not_available,optimality_gap_percent,0.395188154388,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,CVaR-VQE,VQE-family,ibm_marrakesh,348,not_available_in_source_artifact,true,18.14,not_available,optimality_gap_percent,0.351491714774,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet2,CVaR-VQE,VQE-family,ibm_torino,347,not_available_in_source_artifact,true,1.5,not_available,optimality_gap_percent,0.352549362863,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet3,CVaR-VQE,VQE-family,ibm_torino,324,not_available_in_source_artifact,true,36.61,not_available,optimality_gap_percent,0.377773328767,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet3_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet4,CVaR-VQE,VQE-family,ibm_torino,459,not_available_in_source_artifact,true,41.91,not_available,optimality_gap_percent,0.251812720516,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet5,CVaR-VQE,VQE-family,ibm_torino,1227,not_available_in_source_artifact,true,13.83,not_available,optimality_gap_percent,0.0250587410575,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet6,CVaR-VQE,VQE-family,ibm_torino,332,not_available_in_source_artifact,true,13.88,not_available,optimality_gap_percent,0.368801398699,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet6_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet7,CVaR-VQE,VQE-family,ibm_torino,300,not_available_in_source_artifact,true,24.52,not_available,optimality_gap_percent,0.406020062292,feasible_gap,not_applicable,square,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_cvar_vqe/pet7_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,MA-QAOA,QAOA-family,ibm_torino,22019,not_available_in_source_artifact,true,21.06,not_available,optimality_gap_percent,1.85648251971e-29,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,MA-QAOA,QAOA-family,ibm_torino,29687,not_available_in_source_artifact,true,15.66,not_available,optimality_gap_percent,1.83300984746e-39,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,MA-QAOA,QAOA-family,ibm_torino,21758,not_available_in_source_artifact,true,27.86,not_available,optimality_gap_percent,4.06681620114e-29,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,MA-QAOA,QAOA-family,ibm_fez,28136,not_available_in_source_artifact,true,44.51,not_available,optimality_gap_percent,1.93630718393e-37,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,MA-QAOA,QAOA-family,ibm_torino,11769,not_available_in_source_artifact,true,27.63,not_available,optimality_gap_percent,4.39863747418e-16,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,MA-QAOA,QAOA-family,ibm_fez,46919,not_available_in_source_artifact,true,28,not_available,optimality_gap_percent,5.99974544344e-62,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet2,MA-QAOA,QAOA-family,ibm_torino,23581,not_available_in_source_artifact,true,30.97,not_available,optimality_gap_percent,1.70031014924e-31,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet3,MA-QAOA,QAOA-family,ibm_torino,32058,not_available_in_source_artifact,true,27.52,not_available,optimality_gap_percent,1.4770158475e-42,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet3_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet4,MA-QAOA,QAOA-family,ibm_torino,41971,not_available_in_source_artifact,true,14.38,not_available,optimality_gap_percent,1.71589021838e-55,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet5,MA-QAOA,QAOA-family,ibm_torino,64103,not_available_in_source_artifact,true,26.21,not_available,optimality_gap_percent,2.26847110668e-84,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet6,MA-QAOA,QAOA-family,ibm_fez,45006,not_available_in_source_artifact,true,39.87,not_available,optimality_gap_percent,1.88059368914e-59,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet6_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet7,MA-QAOA,QAOA-family,ibm_torino,65806,not_available_in_source_artifact,true,28.91,not_available,optimality_gap_percent,1.36015329147e-86,feasible_gap,not_applicable,diamond,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ma_qaoa/pet7_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,PCE,PCE,ibm_torino,168,not_available_in_source_artifact,true,13.25,not_available,optimality_gap_percent,0.603651933973,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,PCE,PCE,ibm_torino,224,not_available_in_source_artifact,true,14.56,not_available,optimality_gap_percent,0.510170640226,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,PCE,PCE,ibm_torino,168,not_available_in_source_artifact,true,22.78,not_available,optimality_gap_percent,0.603651933973,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,PCE,PCE,ibm_torino,224,not_available_in_source_artifact,true,21.37,not_available,optimality_gap_percent,0.510170640226,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,PCE,PCE,ibm_torino,120,not_available_in_source_artifact,true,21.3,not_available,optimality_gap_percent,0.697298927776,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,PCE,PCE,ibm_torino,360,not_available_in_source_artifact,true,17.72,not_available,optimality_gap_percent,0.339044725286,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet2,PCE,PCE,ibm_torino,288,not_available_in_source_artifact,true,1.69,not_available,optimality_gap_percent,0.420925846309,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet3,PCE,PCE,ibm_fez,288,not_available_in_source_artifact,true,7.97,not_available,optimality_gap_percent,0.420925846309,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet3_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet4,PCE,PCE,ibm_torino,288,not_available_in_source_artifact,true,20.42,not_available,optimality_gap_percent,0.420925846309,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet5,PCE,PCE,ibm_torino,360,not_available_in_source_artifact,true,37.5,not_available,optimality_gap_percent,0.339044725286,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet6,PCE,PCE,ibm_fez,288,not_available_in_source_artifact,true,19.92,not_available,optimality_gap_percent,0.420925846309,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet6_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet7,PCE,PCE,ibm_torino,288,not_available_in_source_artifact,true,25.27,not_available,optimality_gap_percent,0.420925846309,feasible_gap,not_applicable,pentagon,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_pce/pet7_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,QAOA,QAOA-family,ibm_torino,22621,not_available_in_source_artifact,true,36.22,not_available,optimality_gap_percent,3.04211878575e-30,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,QAOA,QAOA-family,ibm_torino,30329,not_available_in_source_artifact,true,19.68,not_available,optimality_gap_percent,2.66352289487e-40,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,QAOA,QAOA-family,ibm_fez,21821,not_available_in_source_artifact,true,36.67,not_available,optimality_gap_percent,3.36549940909e-29,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,QAOA,QAOA-family,ibm_fez,29320,not_available_in_source_artifact,true,42.18,not_available,optimality_gap_percent,5.5213044822e-39,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,QAOA,QAOA-family,ibm_fez,11522,not_available_in_source_artifact,true,37.53,not_available,optimality_gap_percent,9.23876811634e-16,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,QAOA,QAOA-family,ibm_torino,47838,not_available_in_source_artifact,true,23.47,not_available,optimality_gap_percent,3.79300410732e-63,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet2,QAOA,QAOA-family,ibm_torino,23440,not_available_in_source_artifact,true,14.7,not_available,optimality_gap_percent,2.59723247913e-31,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet3,QAOA,QAOA-family,ibm_torino,31868,not_available_in_source_artifact,true,20.05,not_available,optimality_gap_percent,2.61399694598e-42,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet3_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet4,QAOA,QAOA-family,ibm_torino,41078,not_available_in_source_artifact,true,33.33,not_available,optimality_gap_percent,2.51022774942e-54,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet5,QAOA,QAOA-family,ibm_fez,63249,not_available_in_source_artifact,true,37.3,not_available,optimality_gap_percent,2.95167171716e-83,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet6,QAOA,QAOA-family,ibm_torino,45464,not_available_in_source_artifact,true,23.09,not_available,optimality_gap_percent,4.74982360127e-60,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet6_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet7,QAOA,QAOA-family,ibm_fez,65365,not_available_in_source_artifact,true,49.76,not_available,optimality_gap_percent,5.11708983402e-86,feasible_gap,not_applicable,upward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet7_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,QRAO,QRAO,ibm_fez,111,not_available_in_source_artifact,true,5.85,not_available,optimality_gap_percent,0.716411539536,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/hp1_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,hp2,QRAO,QRAO,ibm_fez,132,not_available_in_source_artifact,true,16.67,not_available,optimality_gap_percent,0.672606247808,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/hp2_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pb1,QRAO,QRAO,ibm_fez,108,not_available_in_source_artifact,true,15.4,not_available,optimality_gap_percent,0.722898123921,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pb1_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pb2,QRAO,QRAO,ibm_marrakesh,129,not_available_in_source_artifact,true,13.65,not_available,optimality_gap_percent,0.6786962072,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pb2_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pb4,QRAO,QRAO,ibm_marrakesh,93,not_available_in_source_artifact,true,21.71,not_available,optimality_gap_percent,0.756222723121,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pb4_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pb5,QRAO,QRAO,ibm_marrakesh,168,not_available_in_source_artifact,true,18,not_available,optimality_gap_percent,0.603651933973,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pb5_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet2,QRAO,QRAO,ibm_torino,129,not_available_in_source_artifact,true,0.64,not_available,optimality_gap_percent,0.6786962072,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet2_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet3,QRAO,QRAO,ibm_marrakesh,129,not_available_in_source_artifact,true,34.12,not_available,optimality_gap_percent,0.6786962072,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet3_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet4,QRAO,QRAO,ibm_torino,138,not_available_in_source_artifact,true,18.63,not_available,optimality_gap_percent,0.6605897748,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet4_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet5,QRAO,QRAO,ibm_fez,171,not_available_in_source_artifact,true,25.52,not_available,optimality_gap_percent,0.598235348871,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet5_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet6,QRAO,QRAO,ibm_fez,153,not_available_in_source_artifact,true,15.23,not_available,optimality_gap_percent,0.631479449484,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet6_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,pet7,QRAO,QRAO,ibm_marrakesh,183,not_available_in_source_artifact,true,16.79,not_available,optimality_gap_percent,0.577050698462,feasible_gap,not_applicable,X,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qrao/pet7_dat/result.json; metadata_selection=result_job_metadata_last_fallback
MDKP,hp1,VQE,VQE-family,ibm_torino,180,not_available_in_source_artifact,true,26.95,not_available,optimality_gap_percent,0.582275471994,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,VQE,VQE-family,ibm_torino,279,not_available_in_source_artifact,true,17.92,not_available,optimality_gap_percent,0.432463211362,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,VQE,VQE-family,ibm_torino,328,not_available_in_source_artifact,true,22.62,not_available,optimality_gap_percent,0.373260407813,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,VQE,VQE-family,ibm_torino,295,not_available_in_source_artifact,true,26.77,not_available,optimality_gap_percent,0.412165561938,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,VQE,VQE-family,ibm_torino,249,not_available_in_source_artifact,true,33.63,not_available,optimality_gap_percent,0.473254137566,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,VQE,VQE-family,ibm_torino,847,not_available_in_source_artifact,true,29.73,not_available,optimality_gap_percent,0.0784872458853,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet2,VQE,VQE-family,ibm_torino,354,not_available_in_source_artifact,true,16.98,not_available,optimality_gap_percent,0.345212125911,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet3,VQE,VQE-family,ibm_torino,324,not_available_in_source_artifact,true,32.38,not_available,optimality_gap_percent,0.377773328767,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet3_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet4,VQE,VQE-family,ibm_torino,516,not_available_in_source_artifact,true,44.69,not_available,optimality_gap_percent,0.212178653399,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet5,VQE,VQE-family,ibm_torino,1016,not_available_in_source_artifact,true,25.65,not_available,optimality_gap_percent,0.0472368408376,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet5_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet6,VQE,VQE-family,ibm_torino,336,not_available_in_source_artifact,true,20.24,not_available,optimality_gap_percent,0.364395657389,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet6_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pet7,VQE,VQE-family,ibm_torino,300,not_available_in_source_artifact,true,23.28,not_available,optimality_gap_percent,0.406020062292,feasible_gap,not_applicable,circle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_vqe/pet7_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp1,WS-QAOA,QAOA-family,ibm_torino,23114,not_available_in_source_artifact,true,23.61,not_available,optimality_gap_percent,6.91654513929e-31,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/hp1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,hp2,WS-QAOA,QAOA-family,ibm_torino,29111,not_available_in_source_artifact,true,29.19,not_available,optimality_gap_percent,1.0345550634e-38,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/hp2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb1,WS-QAOA,QAOA-family,ibm_torino,21601,not_available_in_source_artifact,true,28.45,not_available,optimality_gap_percent,6.51800501195e-29,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb1_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb2,WS-QAOA,QAOA-family,ibm_torino,28131,not_available_in_source_artifact,true,33.93,not_available,optimality_gap_percent,1.96561503401e-37,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb2_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb4,WS-QAOA,QAOA-family,ibm_torino,11698,not_available_in_source_artifact,true,43.13,not_available,optimality_gap_percent,5.44454923835e-16,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb4_dat/result.json; metadata_selection=trace_best_sample_energy_match
MDKP,pb5,WS-QAOA,QAOA-family,ibm_torino,47419,not_available_in_source_artifact,true,20.8,not_available,optimality_gap_percent,1.33570939412e-62,feasible_gap,not_applicable,downward_triangle,MDKP,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb5_dat/result.json; metadata_selection=trace_best_sample_energy_match
